time_seconds,rpm,map_kpa,fuel_flow_lph,altitude_m,ambient_temp_c,airspeed_mps,cht_1_c,cht_2_c,cht_3_c,cht_4_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,oil_temp_c,oil_pressure_kpa,flight_id
11.0,1058.6666666666667,55.575939091915586,10.180265164569889,200.0,25.0,1.2833333333333334,48.426486367331904,48.426486367331904,48.426486367331904,48.426486367331904,560.3991076568389,560.3991076568389,560.3991076568389,560.3991076568389,40.1590038044144,519.2701643655461,SIM_MALE_UAV_30KFT
12.0,1064.0,55.72600616581144,10.264712503420494,200.0,25.0,1.4000000000000001,48.72165222091394,48.72165222091394,48.72165222091394,48.72165222091394,563.9869775392203,563.9869775392203,563.9869775392203,563.9869775392203,40.17581265254603,520.3998611587995,SIM_MALE_UAV_30KFT
13.0,1069.3333333333333,55.8760732397073,10.349522241787453,200.0,25.0,1.5166666666666666,49.01833195051677,49.01833195051677,49.01833195051677,49.01833195051677,566.9105201770668,566.9105201770668,566.9105201770668,566.9105201770668,40.193177177919324,521.5268755867438,SIM_MALE_UAV_30KFT
14.0,1074.6666666666667,56.02614031360317,10.434694827871084,200.0,25.0,1.6333333333333333,49.316529691729954,49.316529691729954,49.316529691729954,49.316529691729954,569.3353484580776,569.3353484580776,569.3353484580776,569.3353484580776,40.21109913527118,522.6512191030216,SIM_MALE_UAV_30KFT
15.0,1080.0,56.17620738749902,10.520230709871717,200.0,25.0,1.75,49.616249302488086,49.616249302488086,49.616249302488086,49.616249302488086,571.3856753188361,571.3856753188361,571.3856753188361,571.3856753188361,40.22958027579955,523.7729030075217,SIM_MALE_UAV_30KFT
16.0,1085.3333333333333,56.326274461394874,10.606130335989679,200.0,25.0,1.8666666666666667,49.917494404134004,49.917494404134004,49.917494404134004,49.917494404134004,573.154663691403,573.154663691403,573.154663691403,573.154663691403,40.24862234679722,524.89193844943,SIM_MALE_UAV_30KFT
17.0,1090.6666666666667,56.476341535290736,10.692394154425303,200.0,25.0,1.9833333333333332,50.22026841401021,50.22026841401021,50.22026841401021,50.22026841401021,574.7121889640097,574.7121889640097,574.7121889640097,574.7121889640097,40.26822709133518,526.0083364301655,SIM_MALE_UAV_30KFT
18.0,1096.0,56.6264086091866,10.779022613378908,200.0,25.0,2.1,50.52457457170709,50.52457457170709,50.52457457170709,50.52457457170709,576.1106608273093,576.1106608273093,576.1106608273093,576.1106608273093,40.288396247986554,527.122107806213,SIM_MALE_UAV_30KFT
19.0,1101.3333333333333,56.77647568308245,10.866016161050823,200.0,25.0,2.216666666666667,50.830415960476046,50.830415960476046,50.830415960476046,50.830415960476046,577.3893896597791,577.3893896597791,577.3893896597791,577.3893896597791,40.30913155058312,528.2332632918635,SIM_MALE_UAV_30KFT
20.0,1106.6666666666667,56.926542756978314,10.953375245641382,200.0,25.0,2.3333333333333335,51.137795524897285,51.137795524897285,51.137795524897285,51.137795524897285,578.5778613174696,578.5778613174696,578.5778613174696,578.5778613174696,40.33043472799926,529.3418134618714,SIM_MALE_UAV_30KFT
21.0,1112.0,57.07660983087417,11.041100315350901,200.0,25.0,2.45,51.44671608560668,51.44671608560668,51.44671608560668,51.44671608560668,579.6981932269975,579.6981932269975,579.6981932269975,579.6981932269975,40.35230750395834,530.4477687540326,SIM_MALE_UAV_30KFT
22.0,1117.3333333333333,57.22667690477003,11.129191818379724,200.0,25.0,2.566666666666667,51.75718035168296,51.75718035168296,51.75718035168296,51.75718035168296,580.7669764559563,580.7669764559563,580.7669764559563,580.7669764559563,40.37475159685869,531.5511394716924,SIM_MALE_UAV_30KFT
23.0,1122.6666666666667,57.376743978665885,11.21765020292816,200.0,25.0,2.683333333333333,52.06919093115374,52.06919093115374,52.06919093115374,52.06919093115374,581.7966572663742,581.7966572663742,581.7966572663742,581.7966572663742,40.39776871961527,532.651935786185,SIM_MALE_UAV_30KFT
24.0,1128.0,57.52681105256174,11.306475917196547,200.0,25.0,2.8000000000000003,52.382750339972574,52.382750339972574,52.382750339972574,52.382750339972574,582.7965732804432,582.7965732804432,582.7965732804432,582.7965732804432,40.421360579515806,533.7501677392104,SIM_MALE_UAV_30KFT
25.0,1133.3333333333333,57.6768781264576,11.39566940938521,200.0,25.0,2.9166666666666665,52.697861009742496,52.697861009742496,52.697861009742496,52.697861009742496,583.7737306054377,583.7737306054377,583.7737306054377,583.7737306054377,40.44552887808874,534.8458452451505,SIM_MALE_UAV_30KFT
26.0,1138.6666666666667,57.826945200353464,11.485231127694481,200.0,25.0,3.033333333333333,53.01452529440269,53.01452529440269,53.01452529440269,53.01452529440269,584.7333866780094,584.7333866780094,584.7333866780094,584.7333866780094,40.470275310981606,535.9389780933308,SIM_MALE_UAV_30KFT
27.0,1144.0,57.97701227424932,11.575161520324679,200.0,25.0,3.15,53.3327454760514,53.3327454760514,53.3327454760514,53.3327454760514,585.6794873980033,585.6794873980033,585.6794873980033,585.6794873980033,40.49560156784861,537.0295759502253,SIM_MALE_UAV_30KFT
28.0,1149.3333333333333,58.12707934814517,11.665461035476135,200.0,25.0,3.2666666666666666,53.65252377004373,53.65252377004373,53.65252377004373,53.65252377004373,586.614994979399,586.614994979399,586.614994979399,586.614994979399,40.521509332246126,538.1176483616122,SIM_MALE_UAV_30KFT
29.0,1154.6666666666667,58.277146422041035,11.756130121349177,200.0,25.0,3.3833333333333333,53.973862329476844,53.973862329476844,53.973862329476844,53.973862329476844,587.5421338390843,587.5421338390843,587.5421338390843,587.5421338390843,40.54800028153551,539.2032047546784,SIM_MALE_UAV_30KFT
30.0,1160.0,58.4272134959369,11.847169226144134,200.0,25.0,3.5,54.29676324915488,54.29676324915488,54.29676324915488,54.29676324915488,588.4625750139911,588.4625750139911,588.4625750139911,588.4625750139911,40.57507608679185,540.2862544400775,SIM_MALE_UAV_30KFT
31.0,1165.3333333333333,58.57728056983275,11.938578798061327,200.0,25.0,3.6166666666666667,54.62122856910861,54.62122856910861,54.62122856910861,54.62122856910861,589.3775744744886,589.3775744744886,589.3775744744886,589.3775744744886,40.60273841271879,541.3668066139422,SIM_MALE_UAV_30KFT
32.0,1170.6666666666667,58.727347643728606,12.030359285301092,200.0,25.0,3.7333333333333334,54.94726027773328,54.94726027773328,54.94726027773328,54.94726027773328,590.2880768599604,590.2880768599604,590.2880768599604,590.2880768599604,40.63098891756778,542.4448703598517,SIM_MALE_UAV_30KFT
33.0,1176.0,58.87741471762447,12.122511136063748,200.0,25.0,3.85,55.274860314596424,55.274860314596424,55.274860314596424,55.274860314596424,591.1947932810052,591.1947932810052,591.1947932810052,591.1947932810052,40.65982925306241,543.5204546507579,SIM_MALE_UAV_30KFT
34.0,1181.3333333333333,59.02748179152033,12.21503479854963,200.0,25.0,3.9666666666666663,55.604030572959516,55.604030572959516,55.604030572959516,55.604030572959516,592.0982596715968,592.0982596715968,592.0982596715968,592.0982596715968,40.68926106432656,544.5935683508696,SIM_MALE_UAV_30KFT
35.0,1186.6666666666667,59.177548865416185,12.307930720959064,200.0,25.0,4.083333333333333,55.93477290205038,55.93477290205038,55.93477290205038,55.93477290205038,592.9988805536997,592.9988805536997,592.9988805536997,592.9988805536997,40.71928598981606,545.6642202174976,SIM_MALE_UAV_30KFT
36.0,1192.0,59.32761593931205,12.401199351492373,200.0,25.0,4.2,56.26708910911805,56.26708910911805,56.26708910911805,56.26708910911805,593.8969618612181,593.8969618612181,593.8969618612181,593.8969618612181,40.74990566125405,546.7324189028607,SIM_MALE_UAV_30KFT
37.0,1197.3333333333333,59.4776830132079,12.494841138349884,200.0,25.0,4.316666666666666,56.60098096129593,56.60098096129593,56.60098096129593,56.60098096129593,594.7927355584335,594.7927355584335,594.7927355584335,594.7927355584335,40.78112170356928,547.7981729558553,SIM_MALE_UAV_30KFT
38.0,1202.6666666666667,59.62775008710376,12.588856529731927,200.0,25.0,4.433333333333334,56.936450187297,56.936450187297,56.936450187297,56.936450187297,595.6863781042981,595.6863781042981,595.6863781042981,595.6863781042981,40.81293573483708,548.8614908237878,SIM_MALE_UAV_30KFT
39.0,1208.0,59.77781716099962,12.683245973838835,200.0,25.0,4.55,57.27349847895994,57.27349847895994,57.27349847895994,57.27349847895994,596.578024301112,596.578024301112,596.578024301112,596.578024301112,40.84534936622305,549.9223808540726,SIM_MALE_UAV_30KFT
40.0,1213.3333333333333,59.92788423489547,12.778009918870922,200.0,25.0,4.666666666666667,57.61212749266332,57.61212749266332,57.61212749266332,57.61212749266332,597.4677776814766,597.4677776814766,597.4677776814766,597.4677776814766,40.87836420192906,550.9808512958956,SIM_MALE_UAV_30KFT
41.0,1218.6666666666667,60.077951308791334,12.873148813028529,200.0,25.0,4.783333333333333,57.952338850622425,57.952338850622425,57.952338850622425,57.952338850622425,598.3557182989467,598.3557182989467,598.3557182989467,598.3557182989467,40.911981839141504,552.0369103018447,SIM_MALE_UAV_30KFT
42.0,1224.0,60.228018382687196,12.968663104511972,200.0,25.0,4.9,58.29413414208153,58.29413414208153,58.29413414208153,58.29413414208153,599.2419085714483,599.2419085714483,599.2419085714483,599.2419085714483,40.94620386798147,553.0905659295083,SIM_MALE_UAV_30KFT
43.0,1229.3333333333333,60.37808545658305,13.06455324152159,200.0,25.0,5.016666666666667,58.63751492441264,58.63751492441264,58.63751492441264,58.63751492441264,600.1263976642603,600.1263976642603,600.1263976642603,600.1263976642603,40.98103187145688,554.1418261430415,SIM_MALE_UAV_30KFT
44.0,1234.6666666666667,60.528152530478906,13.1608196722577,200.0,25.0,5.133333333333334,58.98248272413019,58.98248272413019,58.98248272413019,58.98248272413019,601.0092247776611,601.0092247776611,601.0092247776611,601.0092247776611,41.01646742541624,555.190698814703,SIM_MALE_UAV_30KFT
45.0,1240.0,60.67821960437477,13.257462844920633,200.0,25.0,5.25,59.32903903783057,59.32903903783057,59.32903903783057,59.32903903783057,601.890421613066,601.890421613066,601.890421613066,601.890421613066,41.05251209850428,556.237191726361,SIM_MALE_UAV_30KFT
46.0,1245.3333333333333,60.82828667827063,13.35448320771072,200.0,25.0,5.366666666666666,59.67718533306373,59.67718533306373,59.67718533306373,59.67718533306373,602.770014223024,602.770014223024,602.770014223024,602.770014223024,41.08916745211894,557.2813125709711,SIM_MALE_UAV_30KFT
47.0,1250.6666666666667,60.978353752166484,13.451881208828286,200.0,25.0,5.483333333333333,60.026923049143306,60.026923049143306,60.026923049143306,60.026923049143306,603.6480243991001,603.6480243991001,603.6480243991001,603.6480243991001,41.12643504036981,558.3230689540251,SIM_MALE_UAV_30KFT
48.0,1256.0,61.12842082606234,13.549657296473653,200.0,25.0,5.6000000000000005,60.378253597901676,60.378253597901676,60.378253597901676,60.378253597901676,604.5244707131664,604.5244707131664,604.5244707131664,604.5244707131664,41.164316410037884,559.3624683949731,SIM_MALE_UAV_30KFT
49.0,1261.3333333333333,61.2784878999582,13.647811918847154,200.0,25.0,5.716666666666667,60.73117836439428,60.73117836439428,60.73117836439428,60.73117836439428,605.3993692987391,605.3993692987391,605.3993692987391,605.3993692987391,41.202813100536616,560.3995183286182,SIM_MALE_UAV_30KFT
50.0,1266.6666666666665,61.42855497385406,13.74634552414912,200.0,25.0,5.833333333333333,61.08569870755866,61.08569870755866,61.08569870755866,61.08569870755866,606.2727344373455,606.2727344373455,606.2727344373455,606.2727344373455,41.241926643874365,561.4342261064847,SIM_MALE_UAV_30KFT
51.0,1272.0,61.57862204774992,13.84525856057987,200.0,25.0,5.95,61.44181596083189,61.44181596083189,61.44181596083189,61.44181596083189,607.1445789986541,607.1445789986541,607.1445789986541,607.1445789986541,41.28165856461766,562.4665989981611,SIM_MALE_UAV_30KFT
52.0,1277.3333333333335,61.72868912164578,13.94455147633974,200.0,25.0,6.066666666666666,61.79953143272991,61.79953143272991,61.79953143272991,61.79953143272991,608.01491477092,608.01491477092,608.01491477092,608.01491477092,41.32201037985561,563.4966441926186,SIM_MALE_UAV_30KFT
53.0,1282.6666666666667,61.878756195541634,14.044224719629044,200.0,25.0,6.183333333333334,62.15884640739256,62.15884640739256,62.15884640739256,62.15884640739256,608.8837527091615,608.8837527091615,608.8837527091615,608.8837527091615,41.3629835991656,564.5243687995045,SIM_MALE_UAV_30KFT
54.0,1288.0,62.028823269437495,14.144278738648124,200.0,25.0,6.3,62.51976214509682,62.51976214509682,62.51976214509682,62.51976214509682,609.7511031216275,609.7511031216275,609.7511031216275,609.7511031216275,41.40457972457955,565.5497798504115,SIM_MALE_UAV_30KFT
55.0,1293.3333333333333,62.17889034333335,14.244713981597299,200.0,25.0,6.416666666666666,62.882279882741045,62.882279882741045,62.882279882741045,62.882279882741045,610.6169758099749,610.6169758099749,610.6169758099749,610.6169758099749,41.44680025055152,566.5728843001256,SIM_MALE_UAV_30KFT
56.0,1298.6666666666667,62.328957417229205,14.3455308966769,200.0,25.0,6.533333333333333,63.24640083430262,63.24640083430262,63.24640083430262,63.24640083430262,611.4813801747249,611.4813801747249,611.4813801747249,611.4813801747249,41.48964666392578,567.5936890278485,SIM_MALE_UAV_30KFT
57.0,1304.0,62.47902449112507,14.446729932087251,200.0,25.0,6.65,63.612126191271216,63.612126191271216,63.612126191271216,63.612126191271216,612.34432529467,612.34432529467,612.34432529467,612.34432529467,41.533120443906114,568.6122008384008,SIM_MALE_UAV_30KFT
58.0,1309.3333333333333,62.62909156502093,14.548311536028683,200.0,25.0,6.766666666666667,63.97945712305955,63.97945712305955,63.97945712305955,63.97945712305955,613.2058199867389,613.2058199867389,613.2058199867389,613.2058199867389,41.57722306202561,569.6284264633999,SIM_MALE_UAV_30KFT
59.0,1314.6666666666665,62.77915863891678,14.65027615670152,200.0,25.0,6.883333333333333,64.34839477739325,64.34839477739325,64.34839477739325,64.34839477739325,614.0658728511982,614.0658728511982,614.0658728511982,614.0658728511982,41.62195598211741,570.642372562422,SIM_MALE_UAV_30KFT
60.0,1320.0,62.92922571281263,14.752624242306094,200.0,25.0,7.0,64.71894028068175,64.71894028068175,64.71894028068175,64.71894028068175,614.9244923058518,614.9244923058518,614.9244923058518,614.9244923058518,41.66732066028629,571.6540457241368,SIM_MALE_UAV_30KFT
61.0,1325.3333333333333,63.07929278670851,14.855356241042731,200.0,25.0,7.116666666666667,65.09109473837157,65.09109473837157,65.09109473837157,65.09109473837157,615.7816866119825,615.7816866119825,615.7816866119825,615.7816866119825,41.71331854488062,572.663452467428,SIM_MALE_UAV_30KFT
62.0,1330.6666666666667,63.22935986060436,14.95847260111175,200.0,25.0,7.233333333333333,65.46485923528286,65.46485923528286,65.46485923528286,65.46485923528286,616.637463894094,616.637463894094,616.637463894094,616.637463894094,41.75995107646537,573.6705992424903,SIM_MALE_UAV_30KFT
63.0,1336.0,63.379426934500216,15.061973770713488,200.0,25.0,7.35,65.84023483593126,65.84023483593126,65.84023483593126,65.84023483593126,617.4918321549982,617.4918321549982,617.4918321549982,617.4918321549982,41.807219687795566,574.6754924319076,SIM_MALE_UAV_30KFT
64.0,1341.3333333333335,63.52949400839608,15.165860198048271,200.0,25.0,7.466666666666667,66.21722258483533,66.21722258483533,66.21722258483533,66.21722258483533,618.3447992874068,618.3447992874068,618.3447992874068,618.3447992874068,41.8551258037906,575.6781383517144,SIM_MALE_UAV_30KFT
65.0,1346.6666666666667,63.67956108229194,15.270132331316429,200.0,25.0,7.583333333333334,66.59582350681114,66.59582350681114,66.59582350681114,66.59582350681114,619.1963730828953,619.1963730828953,619.1963730828953,619.1963730828953,41.90367084150893,576.6785432524351,SIM_MALE_UAV_30KFT
66.0,1352.0,63.829628156187795,15.374790618718277,200.0,25.0,7.7,66.97603860725462,66.97603860725462,66.97603860725462,66.97603860725462,620.0465612388913,620.0465612388913,620.0465612388913,620.0465612388913,41.952856210123514,577.6767133201087,SIM_MALE_UAV_30KFT
67.0,1357.3333333333333,63.97969523008365,15.479835508454151,200.0,25.0,7.816666666666666,67.35786887241255,67.35786887241255,67.35786887241255,67.35786887241255,620.895371364176,620.895371364176,620.895371364176,620.895371364176,42.00268331089774,578.6726546772932,SIM_MALE_UAV_30KFT
68.0,1362.6666666666665,64.1297623039795,15.585267448724382,200.0,25.0,7.933333333333333,67.74131526964334,67.74131526964334,67.74131526964334,67.74131526964334,621.7428109832656,621.7428109832656,621.7428109832656,621.7428109832656,42.05315353716213,579.6663733840542,SIM_MALE_UAV_30KFT
69.0,1368.0,64.27982937787536,15.691086887729295,200.0,25.0,8.05,68.12637874766756,68.12637874766756,68.12637874766756,68.12637874766756,622.5888875399494,622.5888875399494,622.5888875399494,622.5888875399494,42.10426827429137,580.6578754389352,SIM_MALE_UAV_30KFT
70.0,1373.3333333333333,64.42989645177123,15.797294273669216,200.0,25.0,8.166666666666666,68.51306023680957,68.51306023680957,68.51306023680957,68.51306023680957,623.433608400188,623.433608400188,623.433608400188,623.433608400188,42.15602889968204,581.6471667799128,SIM_MALE_UAV_30KFT
71.0,1378.6666666666667,64.57996352566708,15.903890054744467,200.0,25.0,8.283333333333333,68.90136064923058,68.90136064923058,68.90136064923058,68.90136064923058,624.2769808545296,624.2769808545296,624.2769808545296,624.2769808545296,42.2084367827307,582.6342532853344,SIM_MALE_UAV_30KFT
72.0,1384.0,64.73003059956294,16.010874679155386,200.0,25.0,8.4,69.2912808791537,69.2912808791537,69.2912808791537,69.2912808791537,625.1190121201595,625.1190121201595,625.1190121201595,625.1190121201595,42.26149328481267,583.6191407748397,SIM_MALE_UAV_30KFT
73.0,1389.3333333333335,64.8800976734588,16.118248595102294,200.0,25.0,8.516666666666667,69.68282180308125,69.68282180308125,69.68282180308125,69.68282180308125,625.9597093426697,625.9597093426697,625.9597093426697,625.9597093426697,42.31519975926125,584.6018350102687,SIM_MALE_UAV_30KFT
74.0,1394.6666666666667,65.03016474735466,16.226012250785516,200.0,25.0,8.633333333333333,70.07598428000551,70.07598428000551,70.07598428000551,70.07598428000551,626.7990795976158,626.7990795976158,626.7990795976158,626.7990795976158,42.369557551347384,585.5823416965513,SIM_MALE_UAV_30KFT
75.0,1400.0,65.18023182125052,16.334166094405383,200.0,25.0,8.75,70.47076915161233,70.47076915161233,70.47076915161233,70.47076915161233,627.6371298919076,627.6371298919076,627.6371298919076,627.6371298919076,42.424567998259874,586.5606664825842,SIM_MALE_UAV_30KFT
76.0,1405.3333333333335,65.33029889514637,16.44271057416222,200.0,25.0,8.866666666666667,70.86717724247893,70.86717724247893,70.86717724247893,70.86717724247893,628.473867165075,628.473867165075,628.473867165075,628.473867165075,42.480232429085845,587.5368149620934,SIM_MALE_UAV_30KFT
77.0,1410.6666666666665,65.48036596904223,16.551646138256352,200.0,25.0,8.983333333333333,71.26520936026589,71.26520936026589,71.26520936026589,71.26520936026589,629.3092982904317,629.3092982904317,629.3092982904317,629.3092982904317,42.53655216479211,588.5107926744793,SIM_MALE_UAV_30KFT
78.0,1416.0,65.6304330429381,16.66097323488813,200.0,25.0,9.1,71.66486629590338,71.66486629590338,71.66486629590338,71.66486629590338,630.1434300761626,630.1434300761626,630.1434300761626,630.1434300761626,42.59352851820648,589.4826051056516,SIM_MALE_UAV_30KFT
79.0,1421.3333333333333,65.78050011683395,16.770692312257843,200.0,25.0,9.216666666666665,72.06614882377244,72.06614882377244,72.06614882377244,72.06614882377244,630.9762692663472,630.9762692663472,630.9762692663472,630.9762692663472,42.65116279399996,590.4522576888475,SIM_MALE_UAV_30KFT
80.0,1426.6666666666667,65.9305671907298,16.880803818565845,200.0,25.0,9.333333333333334,72.46905770188147,72.46905770188147,72.46905770188147,72.46905770188147,631.8078225419331,631.8078225419331,631.8078225419331,631.8078225419331,42.709456288668946,591.4197558054382,SIM_MALE_UAV_30KFT
81.0,1432.0,66.08063426462567,16.99130820201246,200.0,25.0,9.450000000000001,72.87359367203794,72.87359367203794,72.87359367203794,72.87359367203794,632.6380965216675,632.6380965216675,632.6380965216675,632.6380965216675,42.76841029051826,592.3851047857206,SIM_MALE_UAV_30KFT
82.0,1437.3333333333333,66.23070133852153,17.102205910798006,200.0,25.0,9.566666666666666,73.27975746001596,73.27975746001596,73.27975746001596,73.27975746001596,633.4670977629944,633.4670977629944,633.4670977629944,633.4670977629944,42.8280260796443,593.3483099096977,SIM_MALE_UAV_30KFT
83.0,1442.6666666666667,66.38076841241738,17.213497393122815,200.0,25.0,9.683333333333334,73.68754977571962,73.68754977571962,73.68754977571962,73.68754977571962,634.2948327629216,634.2948327629216,634.2948327629216,634.2948327629216,42.888304927918796,594.3093764078442,SIM_MALE_UAV_30KFT
84.0,1448.0,66.53083548631324,17.325183097187214,200.0,25.0,9.8,74.09697131334258,74.09697131334258,74.09697131334258,74.09697131334258,635.1213079588628,635.1213079588628,635.1213079588628,635.1213079588628,42.94924809897276,595.2683094618618,SIM_MALE_UAV_30KFT
85.0,1453.3333333333333,66.68090256020909,17.43726347119153,200.0,25.0,9.916666666666666,74.5080227515241,74.5080227515241,74.5080227515241,74.5080227515241,635.946529729457,635.946529729457,635.946529729457,635.946529729457,43.01085684818116,596.2251142054201,SIM_MALE_UAV_30KFT
86.0,1458.6666666666667,66.83096963410496,17.549738963336097,200.0,25.0,10.033333333333333,74.9207047535013,74.9207047535013,74.9207047535013,74.9207047535013,636.7705043953682,636.7705043953682,636.7705043953682,636.7705043953682,43.073132422647575,597.1797957248884,SIM_MALE_UAV_30KFT
87.0,1464.0,66.98103670800081,17.66261002182124,200.0,25.0,10.149999999999999,75.33501796725852,75.33501796725852,75.33501796725852,75.33501796725852,637.5932382200657,637.5932382200657,637.5932382200657,637.5932382200657,43.13607606118961,598.1323590600516,SIM_MALE_UAV_30KFT
88.0,1469.3333333333333,67.13110378189667,17.775877094847274,200.0,25.0,10.266666666666667,75.75096302567334,75.75096302567334,75.75096302567334,75.75096302567334,638.4147374105892,638.4147374105892,638.4147374105892,638.4147374105892,43.19968899432439,599.0828092048184,SIM_MALE_UAV_30KFT
89.0,1474.6666666666667,67.28117085579254,17.889540630614547,200.0,25.0,10.383333333333335,76.1685405466597,76.1685405466597,76.1685405466597,76.1685405466597,639.2350081182971,639.2350081182971,639.2350081182971,639.2350081182971,43.26397244425465,600.0311511079166,SIM_MALE_UAV_30KFT
90.0,1480.0,67.4312379296884,18.003601077323363,200.0,25.0,10.5,76.58775113330819,76.58775113330819,76.58775113330819,76.58775113330819,640.0540564396007,640.0540564396007,640.0540564396007,640.0540564396007,43.32892762485511,600.9773896735762,SIM_MALE_UAV_30KFT
91.0,1485.3333333333335,67.58130500358425,18.118058883174072,200.0,25.0,10.616666666666667,77.00859537402391,77.00859537402391,77.00859537402391,77.00859537402391,640.8718884166842,640.8718884166842,640.8718884166842,640.8718884166842,43.39455574165925,601.921529762204,SIM_MALE_UAV_30KFT
92.0,1490.6666666666665,67.7313720774801,18.232914496366977,200.0,25.0,10.733333333333333,77.43107384266153,77.43107384266153,77.43107384266153,77.43107384266153,641.6885100382113,641.6885100382113,641.6885100382113,641.6885100382113,43.4608579918463,602.8635761910456,SIM_MALE_UAV_30KFT
93.0,1496.0,67.88143915137597,18.348168365102435,200.0,25.0,10.85,77.85518709865795,77.85518709865795,77.85518709865795,77.85518709865795,642.5039272400197,642.5039272400197,642.5039272400197,642.5039272400197,43.52783556422884,603.8035337348373,SIM_MALE_UAV_30KFT
94.0,1501.3333333333335,68.03150622527183,18.463820937580746,200.0,25.0,10.966666666666667,78.28093568716292,78.28093568716292,78.28093568716292,78.28093568716292,643.318145905802,643.318145905802,643.318145905802,643.318145905802,43.59548963924044,604.7414071264488,SIM_MALE_UAV_30KFT
95.0,1506.6666666666665,68.18157329916768,18.579872662002256,200.0,25.0,11.083333333333332,78.7083201391672,78.7083201391672,78.7083201391672,78.7083201391672,644.1311718677758,644.1311718677758,644.1311718677758,644.1311718677758,43.66382138892402,605.6772010575138,SIM_MALE_UAV_30KFT
96.0,1512.0,68.33164037306354,18.69632398656728,200.0,25.0,11.200000000000001,79.13734097162882,79.13734097162882,79.13734097162882,79.13734097162882,644.943010907342,644.943010907342,644.943010907342,644.943010907342,43.73283197692024,606.6109201790525,SIM_MALE_UAV_30KFT
97.0,1517.3333333333333,68.4817074469594,18.81317535947616,200.0,25.0,11.316666666666666,79.56799868759731,79.56799868759731,79.56799868759731,79.56799868759731,645.7536687557316,645.7536687557316,645.7536687557316,645.7536687557316,43.80252255845636,607.5425691020838,SIM_MALE_UAV_30KFT
