flight_id,time_seconds,timestamp,rpm,map_kpa,fuel_flow_lph,oil_temp_c,oil_pressure_kpa,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_5_c,cht_6_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_5_c,egt_6_c,tit_1_c,tit_2_c,altitude_m,airspeed_mps,vertical_speed_mps,ambient_temp_c,voltage_1,voltage_2,current_1,current_2,fuel_qty_l_litres,fuel_qty_r_litres,pitch_deg,roll_deg,operating_regime
FLIGHT_04,10.0,2021-12-04 10:20:48,1047.1,44.73419869,11.7347772,44.15,368.66265679,110.65,106.00555555555556,107.82222222222222,105.08333333333331,103.85,97.47777777777776,557.4722222222223,561.4944444444444,554.1611111111112,553.2111111111111,590.7166666666666,585.3611111111112,519.5166666666667,527.2777777777778,24.32304,0.0,-0.2544064,7.2,26.5,26.5,-3.3,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,11.0,2021-12-04 10:20:49,1040.9,44.83579036,11.77263132,44.3,368.04212866,110.7611111111111,106.1,107.91111111111113,105.17222222222222,103.94444444444444,97.55555555555554,555.1833333333333,561.9722222222222,552.561111111111,553.6666666666666,591.5944444444443,585.5611111111111,519.8388888888888,525.6944444444445,24.32304,0.0,-0.12192,7.2,26.7,27.0,-2.5,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,12.0,2021-12-04 10:20:50,1033.6,45.07283759,11.69692308,44.43333333333334,367.07686268,110.86111111111111,106.19444444444444,107.98333333333332,105.24444444444444,104.03333333333332,97.62222222222222,553.8611111111111,562.9388888888889,550.9,552.5666666666666,593.1055555555555,589.0111111111111,520.2111111111111,525.0,27.52344,0.0,-0.1649476,7.2,26.9,27.4,-1.8,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,13.0,2021-12-04 10:20:51,1041.2,44.90351814,11.84833956,44.56666666666666,367.21475782,110.96666666666668,106.3,108.06666666666666,105.33888888888887,104.11666666666666,97.70555555555556,552.7833333333333,561.9888888888888,549.061111111111,551.5722222222222,592.0777777777778,591.5,519.8333333333334,524.0666666666667,27.55392,0.0,-0.036068,7.2,27.1,27.7,-1.2,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,14.0,2021-12-04 10:20:52,1037.3,44.97124592,11.77263132,44.69444444444444,366.8010724,111.06666666666666,106.38888888888889,108.14444444444445,105.42222222222222,104.19444444444444,97.77222222222224,550.8055555555555,562.3111111111111,547.3555555555555,550.4555555555555,592.3166666666667,591.3333333333334,519.4611111111111,522.8555555555555,27.55392,0.0,-0.0578612,7.2,27.2,27.9,-0.6,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,15.0,2021-12-04 10:20:53,1035.7,45.00510980999999,11.81048544,44.833333333333336,366.24949184,111.17222222222225,106.4888888888889,108.22222222222224,105.50555555555556,104.27777777777776,97.85,548.8666666666667,561.9833333333332,545.6999999999999,550.0111111111111,592.8722222222223,593.0222222222222,519.5611111111111,521.6388888888889,27.61488,0.0,-0.0489712,7.2,27.3,28.1,-0.1,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,16.0,2021-12-04 10:20:54,1035.9,45.07283759,11.7347772,44.94444444444445,365.83580642,111.26666666666668,106.57777777777778,108.30555555555554,105.6,104.35555555555555,97.91666666666666,547.4277777777778,561.5055555555556,544.3,549.4944444444444,594.4777777777778,593.3666666666667,519.3666666666667,520.9166666666666,27.85872,0.0,0.0465836,7.2,27.4,28.2,0.3,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,17.0,2021-12-04 10:20:55,1043.0,44.73419869,11.77263132,45.06111111111111,366.1115967,111.3611111111111,106.67222222222222,108.38333333333333,105.66666666666666,104.43333333333332,97.98333333333332,545.9166666666666,561.7222222222222,542.7388888888888,550.0333333333333,592.411111111111,593.35,519.7388888888888,519.6111111111111,27.82824,0.0,0.1178052,7.2,27.5,28.3,0.7,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,18.0,2021-12-04 10:20:56,1034.2,45.0389737,11.69692308,45.15555555555556,365.56001614,111.45555555555556,106.7611111111111,108.46666666666668,105.74444444444444,104.50555555555556,98.05,545.2111111111111,562.2888888888888,541.9,549.2555555555555,592.1777777777778,595.8055555555555,520.2833333333333,519.15,27.76728,0.0,0.024638,7.2,27.5,28.4,1.1,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,19.0,2021-12-04 10:20:57,1034.9,45.07283759,11.7347772,45.25,365.14633072,111.5611111111111,106.8611111111111,108.54444444444444,105.8222222222222,104.58333333333331,98.11666666666667,543.8333333333333,562.5777777777778,540.6111111111111,549.2888888888889,591.4666666666667,594.5333333333334,520.3444444444444,518.1333333333333,27.8892,0.0,-0.046736,7.2,27.5,28.5,1.4,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,20.0,2021-12-04 10:20:58,1046.2,44.70033479999999,11.77263132,45.33333333333333,365.49106857,111.65,106.9388888888889,108.62777777777778,105.9111111111111,104.65,98.18333333333332,542.8666666666667,562.9,539.6888888888889,548.0722222222222,590.7444444444444,593.9555555555555,520.2944444444444,517.3777777777777,27.797760000000004,0.0,-0.0920496,7.2,27.6,28.5,1.6,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,21.0,2021-12-04 10:20:59,1039.3,44.86965425,11.77263132,45.43888888888889,365.00843558,111.75555555555556,107.02777777777776,108.7,105.98333333333332,104.71666666666668,98.24444444444444,542.0111111111111,563.6,538.9333333333334,548.4555555555555,590.4722222222222,594.9055555555555,520.7444444444444,516.7444444444444,27.70632,0.0,-0.0907288,7.2,27.6,28.6,1.9,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,22.0,2021-12-04 10:21:00,1033.4,45.10670148,11.77263132,45.53888888888888,364.5947501600001,111.84444444444443,107.11111111111111,108.78888888888888,106.07222222222222,104.78888888888888,98.31111111111112,540.6888888888889,564.75,538.5,548.2444444444444,591.5388888888889,596.2666666666667,521.7444444444444,516.2611111111111,27.67584,0.0,0.056388,7.2,27.6,28.6,2.1,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,23.0,2021-12-04 10:21:01,1033.5,45.10670148,11.7347772,45.66111111111111,364.38790745,111.9388888888889,107.21111111111112,108.86666666666667,106.14444444444445,104.86111111111111,98.37222222222222,540.1277777777777,565.0722222222223,537.85,547.0166666666667,591.9055555555556,593.7,521.5388888888889,516.0833333333334,27.70632,0.0,-0.1501648,7.2,27.6,28.6,2.3,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,24.0,2021-12-04 10:21:02,1034.0,45.0389737,11.77263132,45.79444444444445,364.0431696,112.03333333333332,107.27777777777776,108.95,106.22777777777776,104.92777777777778,98.42777777777776,540.0722222222222,564.5666666666667,537.5333333333333,546.5833333333334,591.1944444444445,595.3444444444443,521.3777777777777,515.8833333333333,27.70632,0.0,-0.0409448,7.2,27.6,28.6,2.4,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,25.0,2021-12-04 10:21:03,1032.3,45.20829315,11.7347772,45.93333333333334,363.56053661,112.12222222222222,107.36666666666666,109.02222222222224,106.29444444444444,104.98333333333332,98.48888888888888,539.8555555555555,564.2722222222222,537.1388888888889,545.4388888888889,591.4666666666667,597.8555555555556,521.6944444444445,515.6444444444444,27.645360000000004,0.0,-0.1633727999999999,7.2,27.6,28.6,2.6,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,26.0,2021-12-04 10:21:04,1031.9,44.97124592,11.77263132,46.05555555555556,363.49158904,112.20555555555556,107.45,109.10555555555554,106.38888888888889,105.04444444444444,98.54444444444444,539.1333333333333,564.1999999999999,536.5888888888888,544.7833333333333,591.3055555555555,596.7666666666667,521.5166666666667,515.2611111111111,27.61488,0.0,0.025908,7.2,27.6,28.7,2.7,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,27.0,2021-12-04 10:21:05,1024.9,45.24215704,11.69692308,46.17777777777778,362.87106091,112.28888888888888,107.53333333333332,109.18333333333334,106.46666666666664,105.10555555555555,98.60555555555555,538.8277777777778,564.7777777777777,536.1611111111112,544.35,592.7444444444444,596.5166666666667,521.8055555555555,515.1333333333333,27.70632,0.0,0.1662176,7.2,27.6,28.7,2.8,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,28.0,2021-12-04 10:21:06,1025.3,45.3776126,11.65906896,46.31111111111111,362.59527063,112.36666666666666,107.6111111111111,109.25555555555556,106.5611111111111,105.15555555555557,98.66111111111113,539.7944444444445,564.4833333333332,535.3888888888889,544.0277777777777,592.2888888888888,595.5555555555555,521.4222222222222,515.5444444444445,27.67584,0.0,0.055118,7.2,27.7,28.7,2.9,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,29.0,2021-12-04 10:21:07,1028.7,45.34374871,11.69692308,46.422222222222224,362.73316577,112.46111111111112,107.69444444444444,109.32777777777775,106.63888888888889,105.21666666666664,98.7222222222222,539.5555555555555,563.7777777777777,534.9277777777778,544.1555555555556,592.2222222222222,596.1111111111111,521.2888888888889,515.3888888888889,27.61488,0.0,-0.0340868,7.2,27.7,28.7,3.0,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,30.0,2021-12-04 10:21:08,1030.1,45.20829315,11.7347772,46.53333333333334,362.45737549,112.53888888888888,107.77777777777776,109.41111111111113,106.71111111111112,105.27222222222224,98.7777777777778,538.9888888888888,563.2277777777778,534.6388888888889,544.05,590.1,594.65,520.8333333333334,514.3055555555555,27.5844,0.0,-0.0732536,7.2,27.7,28.7,3.1,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,31.0,2021-12-04 10:21:09,1042.7,44.80192647,11.81048544,46.64444444444444,362.80211334,112.61666666666667,107.85555555555554,109.47777777777776,106.78888888888888,105.33333333333331,98.83333333333331,538.2166666666666,563.7166666666667,533.9055555555556,543.4222222222222,589.1833333333333,593.15,520.7944444444444,513.6111111111111,27.67584,0.0,-0.1209548,7.2,27.7,28.7,3.2,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,32.0,2021-12-04 10:21:10,1035.9,45.0389737,11.81048544,46.73333333333333,362.59527063,112.69444444444444,107.93333333333334,109.55555555555554,106.87222222222222,105.38333333333333,98.89444444444445,537.7833333333333,563.3111111111111,533.6388888888888,542.8666666666667,589.9,593.4,520.35,513.5555555555555,27.67584,0.0,-0.1431544,7.2,27.7,28.7,3.2,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,33.0,2021-12-04 10:21:11,1040.1,44.93738203,11.84833956,46.83888888888889,362.73316577,112.77777777777776,108.01666666666668,109.62222222222222,106.94444444444444,105.43333333333334,98.95,537.1555555555556,562.6166666666667,533.5388888888889,542.2555555555555,590.1999999999999,593.5055555555555,520.0222222222222,513.4666666666667,27.67584,0.0,0.058166,7.2,27.7,28.7,3.3,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,34.0,2021-12-04 10:21:12,1039.5,44.83579036,11.81048544,46.95,362.87106091,112.85555555555554,108.09444444444443,109.7,107.03888888888888,105.48333333333332,99.0111111111111,536.25,562.6333333333333,533.7388888888889,541.9833333333333,589.3555555555555,594.8222222222222,520.4277777777778,513.1944444444445,27.645360000000004,0.0,-0.0420116,7.2,27.7,28.7,3.3,,174.128952,174.128952,-0.33,0.45,TAXI
FLIGHT_04,35.0,2021-12-04 10:21:13,1037.0,44.97124592,11.81048544,47.077777777777776,362.52632306,112.93888888888888,108.17222222222222,109.76666666666668,107.10555555555555,105.53888888888888,99.07222222222222,536.3888888888889,562.7055555555555,533.8333333333333,542.0111111111111,590.161111111111,595.7388888888888,520.5833333333333,513.2111111111111,27.7368,0.0,-0.014986,7.2,27.7,28.7,3.4,,174.128952,174.128952,-0.32,0.53,TAXI
FLIGHT_04,36.0,2021-12-04 10:21:14,1046.2,44.70033479999999,11.88619368,47.2,362.73316577,113.0111111111111,108.24444444444444,109.83888888888887,107.17777777777776,105.58888888888887,99.12777777777778,536.0722222222222,562.6,533.4333333333333,542.0944444444444,590.35,594.0777777777777,520.4333333333333,512.9666666666667,27.76728,0.0,0.2729992,7.2,27.7,28.7,3.4,,174.128952,174.128952,-0.33,0.48,TAXI
FLIGHT_04,37.0,2021-12-04 10:21:15,1038.8,44.93738203,11.88619368,47.327777777777776,362.31948035,113.08333333333334,108.3222222222222,109.90555555555557,107.25,105.63333333333333,99.18888888888888,535.8111111111111,563.6111111111111,532.3055555555555,542.7277777777778,590.5555555555555,593.6277777777777,520.7277777777778,512.5777777777778,27.61488,0.0,-0.0545592,7.2,27.7,28.7,3.4,,174.128952,174.128952,-0.33,0.48,TAXI
FLIGHT_04,38.0,2021-12-04 10:21:16,1038.5,45.00510980999999,11.81048544,47.394444444444446,361.90579493,113.16111111111113,108.39444444444445,109.96666666666668,107.32777777777775,105.67777777777778,99.25,536.3499999999999,564.5277777777778,532.4055555555556,542.1666666666666,590.8944444444444,595.0722222222223,521.1111111111111,512.5666666666666,27.5844,0.0,-0.2650744,7.2,27.7,28.7,3.4,,174.128952,174.128952,-0.32,0.52,TAXI
FLIGHT_04,39.0,2021-12-04 10:21:17,1037.6,45.07283759,11.77263132,47.47222222222222,361.42316194,113.23333333333332,108.46666666666668,110.0222222222222,107.39444444444445,105.73333333333332,99.30555555555556,536.1944444444445,565.5333333333333,532.1333333333333,542.3722222222221,591.9,596.9999999999999,521.7055555555555,512.4888888888889,27.645360000000004,0.0,-0.2770632,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.34,0.44,TAXI
FLIGHT_04,40.0,2021-12-04 10:21:18,1040.5,44.86965425,11.81048544,47.59444444444444,361.49210951,113.30555555555554,108.53333333333332,110.08888888888887,107.46666666666668,105.7722222222222,99.36666666666667,535.6777777777778,566.1666666666666,531.6166666666667,542.3944444444444,590.3833333333333,597.9277777777778,521.9333333333333,512.0555555555555,27.645360000000004,0.0,0.1926844,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.37,0.47,TAXI
FLIGHT_04,41.0,2021-12-04 10:21:19,1033.9,45.17442926,11.65906896,47.66666666666666,360.87158138,113.36666666666666,108.60555555555555,110.15,107.5277777777778,105.8222222222222,99.42777777777778,535.2722222222222,565.4055555555556,531.411111111111,541.4555555555555,592.6888888888889,596.6722222222222,521.3222222222222,512.3944444444444,27.5844,0.0,0.268478,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.35,0.49,TAXI
FLIGHT_04,42.0,2021-12-04 10:21:20,1034.7,45.0389737,11.77263132,47.7,360.45789596,113.43888888888888,108.67222222222225,110.20555555555556,107.60555555555555,105.87222222222222,99.48333333333332,534.9333333333333,564.9777777777778,531.2055555555555,541.4277777777778,593.4888888888888,596.9888888888888,521.1166666666667,512.5722222222222,27.5844,0.0,0.015494,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.38,0.49,TAXI
FLIGHT_04,43.0,2021-12-04 10:21:21,1029.6,45.14056537,11.81048544,47.76111111111111,360.11315811,113.5,108.75,110.2611111111111,107.67777777777778,105.92222222222222,99.53888888888888,534.9388888888889,564.0277777777777,531.2222222222223,540.5666666666666,594.4,596.6222222222223,520.6666666666666,512.6555555555556,27.67584,0.0,0.0138684,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.41,0.47,TAXI
FLIGHT_04,44.0,2021-12-04 10:21:22,1030.1,45.10670148,11.77263132,47.82222222222222,359.76842026,113.56666666666666,108.81111111111112,110.32222222222222,107.7388888888889,105.96666666666668,99.6,534.4,563.6055555555555,531.3,539.8222222222222,595.4666666666666,594.9444444444445,520.3666666666667,512.6777777777778,27.645360000000004,0.0,0.1690624,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.43,0.52,TAXI
FLIGHT_04,45.0,2021-12-04 10:21:23,1036.2,45.07283759,11.81048544,47.9,359.76842026,113.62777777777778,108.88333333333334,110.38333333333333,107.8,106.0111111111111,99.65555555555557,533.5277777777778,563.3888888888888,531.1444444444444,540.8666666666667,595.3444444444443,593.3055555555555,520.2555555555556,512.2666666666667,27.52344,0.0,0.0242316,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.46,0.52,TAXI
FLIGHT_04,46.0,2021-12-04 10:21:24,1032.0,45.14056537,11.69692308,47.98333333333333,359.63052512,113.69444444444444,108.95,110.43888888888888,107.8722222222222,106.05555555555556,99.71666666666668,533.9888888888888,564.4555555555555,531.1055555555555,541.05,594.3166666666666,592.8888888888889,520.6277777777777,512.25,27.492960000000004,0.0,0.0956056,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.46,0.46,TAXI
FLIGHT_04,47.0,2021-12-04 10:21:25,1022.1,45.3776126,11.77263132,48.06666666666666,358.87210185,113.75,109.02222222222224,110.5,107.92777777777778,106.1,99.76666666666668,534.3166666666666,564.4666666666666,530.7888888888889,540.6666666666666,594.3555555555555,592.0777777777778,520.3833333333333,512.2944444444445,27.5844,0.0,0.285496,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.46,0.53,TAXI
FLIGHT_04,48.0,2021-12-04 10:21:26,1035.6,45.0389737,11.84833956,48.12777777777777,358.87210185,113.81666666666666,109.08888888888887,110.5611111111111,108.0111111111111,106.15,99.83333333333331,534.0944444444444,565.3888888888889,530.5944444444444,539.9166666666666,593.4277777777778,590.0777777777778,520.6111111111111,512.1444444444444,27.5844,0.0,0.2750312,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.43,0.48,TAXI
FLIGHT_04,49.0,2021-12-04 10:21:27,1036.8,45.0389737,11.77263132,48.227777777777774,358.80315428,113.86666666666667,109.16111111111113,110.62222222222222,108.07777777777775,106.19444444444444,99.88888888888889,533.9611111111111,565.1666666666666,530.3277777777778,539.0055555555556,594.6111111111111,586.4166666666666,520.2444444444444,512.0166666666667,27.52344,0.0,-0.163068,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.46,0.47,TAXI
FLIGHT_04,50.0,2021-12-04 10:21:28,1048.5,44.59874313,11.88619368,48.33333333333333,359.42368241,113.93333333333334,109.2277777777778,110.6888888888889,108.13888888888889,106.24444444444444,99.95,533.3666666666667,564.1277777777779,530.65,539.1,595.3,587.4722222222223,519.8444444444444,512.0388888888889,27.40152,0.0,-0.0635508,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.46,0.49,TAXI
FLIGHT_04,51.0,2021-12-04 10:21:29,1041.0,44.73419869,11.7347772,48.43333333333334,359.21683970000004,113.9888888888889,109.3,110.75,108.21666666666664,106.3,100.0,533.4222222222222,564.6666666666667,530.2777777777777,539.85,594.8833333333333,587.45,519.9888888888889,511.85,27.492960000000004,0.0,-0.1481328,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.41,0.46,TAXI
FLIGHT_04,52.0,2021-12-04 10:21:30,1034.3,44.93738203,11.81048544,48.516666666666666,358.66525914000005,114.05,109.36666666666667,110.81666666666666,108.28333333333332,106.34444444444443,100.06111111111112,533.7666666666667,567.0555555555555,530.4388888888889,539.5500000000001,594.7777777777777,587.0166666666668,521.1611111111112,511.76666666666665,27.46248,0.0,-0.2189988,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.43,0.48,TAXI
FLIGHT_04,53.0,2021-12-04 10:21:31,1037.4,44.93738203,11.81048544,48.62777777777778,358.38946886,114.11111111111111,109.45,110.87777777777778,108.35555555555555,106.38888888888889,100.11666666666667,533.6166666666667,568.7388888888889,530.7944444444444,539.5777777777778,593.3166666666667,589.0,521.9777777777778,511.56666666666666,27.37104,0.0,-0.2547112,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.43,0.47,TAXI
FLIGHT_04,54.0,2021-12-04 10:21:32,1034.1,45.00510980999999,11.88619368,48.73333333333333,358.04473101,114.17777777777778,109.5111111111111,110.94444444444444,108.42777777777776,106.43888888888888,100.1611111111111,533.8555555555556,568.7055555555556,531.1444444444444,539.4944444444444,594.2555555555556,588.9166666666666,521.8944444444444,511.75555555555553,27.31008,0.0,-0.2488184,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.38,0.55,TAXI
FLIGHT_04,55.0,2021-12-04 10:21:33,1032.6,45.10670148,11.84833956,48.83888888888889,357.8378883,114.23333333333332,109.57777777777778,111.01666666666668,108.50555555555556,106.5,100.22777777777776,533.3555555555555,568.1277777777779,531.8222222222222,540.05,597.438888888889,588.5722222222222,521.8222222222222,512.3222222222222,27.37104,0.0,-0.457962,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.34,0.47,TAXI
FLIGHT_04,56.0,2021-12-04 10:21:34,1042.2,44.73419869,11.84833956,48.92777777777777,358.45841643,114.29444444444444,109.65,111.07777777777775,108.57777777777775,106.54444444444444,100.28333333333332,533.1111111111111,567.8166666666666,532.2611111111112,540.4611111111111,597.3555555555555,587.1111111111111,521.6777777777778,512.4166666666666,27.340560000000004,0.0,-0.2239264,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.36,0.48,TAXI
FLIGHT_04,57.0,2021-12-04 10:21:35,1034.5,45.10670148,11.81048544,49.016666666666666,357.76894073,114.35555555555555,109.7222222222222,111.14444444444445,108.64444444444445,106.59444444444443,100.32777777777778,533.5277777777778,567.2833333333333,532.2611111111112,542.0944444444444,597.3055555555555,587.9333333333333,521.7388888888888,512.7166666666667,27.2796,0.0,-0.1067308,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.45,0.47,TAXI
FLIGHT_04,58.0,2021-12-04 10:21:36,1034.0,45.10670148,11.77263132,49.08888888888889,357.1484126,114.41666666666666,109.78888888888888,111.21111111111112,108.7222222222222,106.63888888888889,100.39444444444445,534.2111111111111,566.3944444444444,531.9444444444445,543.6111111111111,597.35,586.0388888888888,521.7222222222222,513.2444444444444,27.24912,0.0,0.024892,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.42,0.47,TAXI
FLIGHT_04,59.0,2021-12-04 10:21:37,1036.8,45.00510980999999,11.77263132,49.17777777777778,357.07946503,114.47777777777776,109.85555555555555,111.2777777777778,108.8,106.68888888888888,100.44444444444444,535.8222222222222,565.7444444444444,532.2166666666667,543.6611111111112,596.4,585.5333333333333,521.2555555555556,514.4055555555556,27.340560000000004,0.0,0.139192,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.37,0.48,TAXI
FLIGHT_04,60.0,2021-12-04 10:21:38,1033.8,45.10670148,11.81048544,49.25555555555555,357.07946503,114.53888888888888,109.93333333333332,111.35,108.8611111111111,106.73888888888888,100.5,535.4111111111112,565.8944444444444,532.1833333333333,543.3388888888888,597.3166666666667,585.3166666666666,521.3666666666667,514.4277777777778,27.340560000000004,0.0,0.22987,7.2,27.7,28.7,3.5,,174.128952,174.128952,-0.41,0.46,TAXI
