time_seconds,rpm,map_kpa,fuel_flow_lph,altitude_m,ambient_temp_c,airspeed_mps,cht_1_c,cht_2_c,cht_3_c,cht_4_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,oil_temp_c,oil_pressure_kpa,flight_id,expected_fuel_flow_lph,residual_fuel_flow_lph,expected_oil_pressure_kpa,residual_oil_pressure_kpa,expected_egt_1_c,residual_egt_1_c,expected_cht_1_c,residual_cht_1_c,expected_egt_2_c,residual_egt_2_c,expected_cht_2_c,residual_cht_2_c,expected_egt_3_c,residual_egt_3_c,expected_cht_3_c,residual_cht_3_c,expected_egt_4_c,residual_egt_4_c,expected_cht_4_c,residual_cht_4_c,egt_mean_c,egt_std_c,egt_max_c,egt_min_c,egt_spread_c,egt_dev_mean_cyl1_c,egt_dev_mean_cyl2_c,egt_dev_mean_cyl3_c,egt_dev_mean_cyl4_c,cht_mean_c,cht_std_c,cht_max_c,cht_min_c,cht_spread_c,cht_dev_mean_cyl1_c,cht_dev_mean_cyl2_c,cht_dev_mean_cyl3_c,cht_dev_mean_cyl4_c,degt_dt_cyl1_cps,degt_dt_cyl2_cps,degt_dt_cyl3_cps,degt_dt_cyl4_cps,dcht_dt_cyl1_cps,dcht_dt_cyl2_cps,dcht_dt_cyl3_cps,dcht_dt_cyl4_cps,doil_temp_dt_cps,doil_press_dt_kpaps,oil_hydraulic_index,thermal_stress_ratio
11.0,1058.6666666666667,55.57593909191559,10.180265164569889,200.0,25.0,1.2833333333333334,48.426486367331904,48.426486367331904,48.426486367331904,48.426486367331904,560.3991076568389,560.3991076568389,560.3991076568389,560.3991076568389,40.1590038044144,519.2701643655461,SIM_MALE_UAV_30KFT,30.899872616824386,-20.719607452254493,387.8361173830705,131.43404698247554,520.1628023696236,40.23630528721526,94.42222087118188,-45.99573450384997,520.275306076545,40.12380158029384,97.16647609698028,-48.73998972964837,544.7746424699907,15.62446518684817,97.76793242786188,-49.341446060529975,524.6583456113829,35.740762045455995,92.24969651240856,-43.82321014507664,560.3991076568389,0.0,560.3991076568389,560.3991076568389,0.0,0.0,0.0,0.0,0.0,48.426486367331904,0.0,48.426486367331904,48.426486367331904,0.0,0.0,0.0,0.0,0.0,4.571147409537882,4.571147409537882,4.571147409537882,4.571147409537882,0.29365806504593667,0.29365806504593667,0.29365806504593667,0.29365806504593667,0.016256689060936934,1.1324025407055387,0.7328961977494919,11.572161221981187
12.0,1064.0,55.72600616581144,10.264712503420494,200.0,25.0,1.4,48.72165222091394,48.72165222091394,48.72165222091394,48.72165222091394,563.9869775392203,563.9869775392203,563.9869775392203,563.9869775392203,40.17581265254603,520.3998611587995,SIM_MALE_UAV_30KFT,31.55007101050697,-21.285358507086475,388.364663022085,132.03519813671448,519.9905829637597,43.99639457546061,94.5890840789902,-45.86743185807626,519.7116279765979,44.27534956262241,97.4326335384716,-48.71098131755767,544.733643530083,19.253334009137347,97.93636917545972,-49.21471695454579,523.9744018189458,40.012575720274526,92.39378748802471,-43.67213526711079,563.9869775392203,0.0,563.9869775392203,563.9869775392203,0.0,0.0,0.0,0.0,0.0,48.72165222091394,0.0,48.72165222091394,48.72165222091394,0.0,0.0,0.0,0.0,0.0,3.661474137909446,3.661474137909446,3.661474137909446,3.661474137909446,0.2951673422018051,0.2951673422018051,0.2951673422018051,0.2951673422018051,0.01681060587642378,1.1297084045018209,0.7309318415925868,11.5756948262343
13.0,1069.3333333333333,55.8760732397073,10.349522241787453,200.0,25.0,1.5166666666666666,49.01833195051677,49.01833195051677,49.01833195051677,49.01833195051677,566.9105201770668,566.9105201770668,566.9105201770668,566.9105201770668,40.19317717791933,521.5268755867438,SIM_MALE_UAV_30KFT,32.196090828219695,-21.84656858643224,388.887998920797,132.63887666594684,519.8286394321134,47.08188074495342,94.75639495457112,-45.738063004054354,519.1627634025933,47.74775677447349,97.69818910565132,-48.67985715513456,544.7008634173043,22.209656759762535,98.10526964775708,-49.0869376972403,523.3055682028116,43.60495197425519,92.53846677354024,-43.52013482302348,566.9105201770668,0.0,566.9105201770668,566.9105201770668,0.0,0.0,0.0,0.0,0.0,49.01833195051677,0.0,49.01833195051677,49.01833195051677,0.0,0.0,0.0,0.0,0.0,2.9787469337462653,2.9787469337462653,2.9787469337462653,2.9787469337462653,0.2966811081326834,0.2966811081326834,0.2966811081326834,0.2966811081326834,0.017366280024349125,1.127025882223802,0.7289879327506316,11.565275635028831
14.0,1074.6666666666667,56.02614031360317,10.434694827871084,200.0,25.0,1.6333333333333333,49.316529691729954,49.316529691729954,49.316529691729954,49.316529691729954,569.3353484580776,569.3353484580776,569.3353484580776,569.3353484580776,40.21109913527118,522.6512191030216,SIM_MALE_UAV_30KFT,32.83793206996236,-22.40323724209128,389.4061346136409,133.2450844893807,519.6769698993674,49.6583785587103,94.92415349792446,-45.60762380619451,518.6286960488706,50.706652409207095,97.9631427985194,-48.64661310678943,544.6763087418142,24.659039716263464,98.2746338447538,-48.958104153023854,522.6518348586873,46.68351359939038,92.6837343689552,-43.36720467722523,569.3353484580776,0.0,569.3353484580776,569.3353484580776,0.0,0.0,0.0,0.0,0.0,49.316529691729954,0.0,49.316529691729954,49.316529691729954,0.0,0.0,0.0,0.0,0.0,2.466232593205253,2.466232593205253,2.466232593205253,2.466232593205253,0.2981990271913825,0.2981990271913825,0.2981990271913825,0.2981990271913825,0.01792370847656457,1.1243548167767812,0.7270642219167691,11.544513614743483
15.0,1080.0,56.17620738749902,10.520230709871717,200.0,25.0,1.75,49.616249302488086,49.616249302488086,49.616249302488086,49.616249302488086,571.3856753188361,571.3856753188361,571.3856753188361,571.3856753188361,40.22958027579955,523.7729030075217,SIM_MALE_UAV_30KFT,33.475594735735,-22.955364025863283,389.91907964358455,133.85382336393712,519.5355724418808,51.85010287695525,95.09235970905048,-45.476110406562384,518.1094095375369,53.27626578129923,98.22749461707568,-48.61124531458759,544.6599860791918,26.72568923964434,98.44446176645005,-48.82821246396196,522.0131918242589,49.37248349457718,92.82959027426956,-43.21334097178146,571.3856753188361,0.0,571.3856753188361,571.3856753188361,0.0,0.0,0.0,0.0,0.0,49.616249302488086,0.0,49.616249302488086,49.616249302488086,0.0,0.0,0.0,0.0,0.0,2.0813811714454005,2.0813811714454005,2.0813811714454005,2.0813811714454005,0.29972081787240984,0.29972081787240984,0.29972081787240984,0.29972081787240984,0.018482887757829757,1.1216950542732094,0.7251604645617998,11.516099732475809
16.0,1085.3333333333333,56.32627446139488,10.60613033598968,200.0,25.0,1.8666666666666667,49.917494404134,49.917494404134,49.917494404134,49.917494404134,573.154663691403,573.154663691403,573.154663691403,573.154663691403,40.24862234679722,524.89193844943,SIM_MALE_UAV_30KFT,34.10907882553775,-23.502948489548068,390.4268435621637,134.46509488726633,519.404445087512,53.75021860389097,95.26101358794897,-45.34351918381496,517.6048874183011,55.54977627310189,98.4912445613204,-48.5737501571864,544.6519019702507,28.502761721152297,98.61475341284576,-48.697259008711775,521.3896290790335,51.765034612369504,92.97603448948333,-43.058540085349314,573.154663691403,0.0,573.154663691403,573.154663691403,0.0,0.0,0.0,0.0,0.0,49.917494404134,0.0,49.917494404134,49.917494404134,0.0,0.0,0.0,0.0,0.0,1.7922801686440077,1.7922801686440077,1.7922801686440077,1.7922801686440077,0.30124624076008405,0.30124624076008405,0.30124624076008405,0.30124624076008405,0.01904381401344608,1.1190464438938306,0.7232764208195795,11.482039924743024
17.0,1090.6666666666667,56.476341535290736,10.692394154425305,200.0,25.0,1.9833333333333327,50.22026841401021,50.22026841401021,50.22026841401021,50.22026841401021,574.7121889640097,574.7121889640097,574.7121889640097,574.7121889640097,40.26822709133518,526.0083364301655,SIM_MALE_UAV_30KFT,34.73838433937041,-24.045990184945108,390.9294359294,135.07890050076549,519.2835858154433,55.42860314856637,95.43011513462004,-45.20984672060983,517.1151131683084,57.59707579570125,98.75439263125344,-48.53412421724323,544.6520629208568,30.06012604315288,98.78550878394095,-48.56524036993076,520.7811365441818,53.93105241982789,93.12306701459649,-42.902798600586266,574.7121889640097,0.0,574.7121889640097,574.7121889640097,0.0,0.0,0.0,0.0,0.0,50.22026841401021,0.0,50.22026841401021,50.22026841401021,0.0,0.0,0.0,0.0,0.0,1.5749951694910653,1.5749951694910653,1.5749951694910653,1.5749951694910653,0.3027750897396686,0.3027750897396686,0.3027750897396686,0.3027750897396686,0.019606483062386815,1.1164088377683812,0.7214118553759467,11.443829495815264
18.0,1096.0,56.6264086091866,10.779022613378908,200.0,25.0,2.1,50.52457457170709,50.52457457170709,50.52457457170709,50.52457457170709,576.1106608273093,576.1106608273093,576.1106608273093,576.1106608273093,40.28839624798656,527.122107806213,SIM_MALE_UAV_30KFT,35.36351127723313,-24.584488663854223,391.4268663136248,135.69524149258814,519.1729925560015,56.93766827130776,95.59966434906354,-45.07508977735645,516.6400701919727,59.47059063533664,99.0169388268748,-48.4923642551677,544.6604754017412,31.450185425568066,98.95672787973564,-48.43215330802855,520.1877040823803,55.922956744929024,93.27068784960905,-42.74611327790194,576.1106608273093,0.0,576.1106608273093,576.1106608273093,0.0,0.0,0.0,0.0,0.0,50.52457457170709,0.0,50.52457457170709,50.52457457170709,0.0,0.0,0.0,0.0,0.0,1.4115753227920322,1.4115753227920322,1.4115753227920322,1.4115753227920322,0.3043071854473496,0.3043071854473496,0.3043071854473496,0.3043071854473496,0.020170890439942468,1.1137820908699496,0.7195665373610142,11.402583113483978
19.0,1101.3333333333333,56.77647568308245,10.866016161050824,200.0,25.0,2.216666666666667,50.830415960476046,50.830415960476046,50.830415960476046,50.830415960476046,577.3893896597791,577.3893896597791,577.3893896597791,577.3893896597791,40.30913155058312,528.2332632918635,SIM_MALE_UAV_30KFT,35.98445963912582,-25.118443478074997,391.9191442912245,136.31411900063898,519.0726631904838,58.3167264692953,95.7696612312796,-44.93924527080355,516.17974182081,61.20964783896909,99.27888314818452,-48.44846718770848,544.6771458483173,32.7122438114618,99.12841070022972,-48.29799473975368,519.6093214976516,57.78006816212746,93.418896994521,-42.58848103404495,577.3893896597791,0.0,577.3893896597791,577.3893896597791,0.0,0.0,0.0,0.0,0.0,50.830415960476046,0.0,50.830415960476046,50.830415960476046,0.0,0.0,0.0,0.0,0.0,1.2885574511532998,1.2885574511532998,1.2885574511532998,1.2885574511532998,0.30584237029569294,0.30584237029569294,0.30584237029569294,0.30584237029569294,0.020737031432224738,1.1111660609205274,0.7177402402446721,11.359131707848642
20.0,1106.6666666666667,56.92654275697832,10.953375245641382,200.0,25.0,2.333333333333333,51.137795524897285,51.137795524897285,51.137795524897285,51.137795524897285,578.5778613174696,578.5778613174696,578.5778613174696,578.5778613174696,40.33043472799926,529.3418134618714,SIM_MALE_UAV_30KFT,36.601229425048615,-25.647854179407236,392.4062794463224,136.93553401554902,518.9825955509784,59.59526576649114,95.94010578126829,-44.80231025637099,515.7341113132726,62.84375000419698,99.54022559518246,-48.40243007028518,544.702080660494,33.87578065697562,99.30055724542332,-48.16276172052604,519.0459785352084,59.53188278226117,93.56769444933238,-42.42989892443509,578.5778613174696,0.0,578.5778613174696,578.5778613174696,0.0,0.0,0.0,0.0,0.0,51.137795524897285,0.0,51.137795524897285,51.137795524897285,0.0,0.0,0.0,0.0,0.0,1.195844133229419,1.195844133229419,1.195844133229419,1.195844133229419,0.3073805046331965,0.3073805046331965,0.3073805046331965,0.3073805046331965,0.02130490110470191,1.108560608305379,0.7159327417351754,11.314094699991111
21.0,1112.0,57.07660983087417,11.0411003153509,200.0,25.0,2.45,51.44671608560668,51.44671608560668,51.44671608560668,51.44671608560668,579.6981932269975,579.6981932269975,579.6981932269975,579.6981932269975,40.35230750395834,530.4477687540326,SIM_MALE_UAV_30KFT,37.21382063500124,-26.17272031965034,392.8882813704062,137.5594873836264,518.9027874201877,60.79540580680987,96.11099799902948,-44.6642819134228,515.3031618545807,64.39503137241684,99.80096616786884,-48.35425008226216,544.7352862024911,34.96290702450642,99.47316751531638,-48.026451429709695,518.4976648812928,61.2005283457047,93.71708021404314,-42.270364128436455,579.6981932269975,0.0,579.6981932269975,579.6981932269975,0.0,0.0,0.0,0.0,0.0,51.44671608560668,0.0,51.44671608560668,51.44671608560668,0.0,0.0,0.0,0.0,0.0,1.1258622653923946,1.1258622653923946,1.1258622653923946,1.1258622653923946,0.3089214637356387,0.3089214637356387,0.3089214637356387,0.3089214637356387,0.021874494325741976,1.1059655959944166,0.7141438236806847,11.267933841732233
22.0,1117.3333333333333,57.22667690477003,11.129191818379724,200.0,25.0,2.566666666666667,51.75718035168296,51.75718035168296,51.75718035168296,51.75718035168296,580.7669764559563,580.7669764559563,580.7669764559563,580.7669764559563,40.37475159685869,531.5511394716924,SIM_MALE_UAV_30KFT,37.82223326898395,-26.693041450604227,393.3651596619102,138.18597980978222,518.8332365312502,61.93373992470606,96.28233788456316,-44.5251575328802,514.8868765565553,65.88009989940099,100.06110486624355,-48.30392451456059,544.776768802654,35.990207653302264,99.64624150990888,-47.88906115822593,517.9643701630184,62.80260629293787,93.86705428865332,-42.10987393697036,580.7669764559563,0.0,580.7669764559563,580.7669764559563,0.0,0.0,0.0,0.0,0.0,51.75718035168296,0.0,51.75718035168296,51.75718035168296,0.0,0.0,0.0,0.0,0.0,1.0729319829681951,1.0729319829681951,1.0729319829681951,1.0729319829681951,0.31046513541881876,0.31046513541881876,0.31046513541881876,0.31046513541881876,0.022445805786537674,1.103380889469372,0.7123732719736541,11.220993348357158
23.0,1122.6666666666667,57.376743978665885,11.21765020292816,200.0,25.0,2.683333333333333,52.06919093115374,52.06919093115374,52.06919093115374,52.06919093115374,581.7966572663742,581.7966572663742,581.7966572663742,581.7966572663742,40.39776871961527,532.651935786185,SIM_MALE_UAV_30KFT,38.42646732699672,-27.208817124068556,393.8369239257586,138.8150118604264,518.7739405675629,63.02271669881122,96.4541254378694,-44.38493450671567,514.485238457451,67.31141880892312,100.3206416903065,-48.25145075915276,544.8265347532673,36.97012251310685,99.81977922920092,-47.75058829804718,517.4460839482111,64.35057331816301,94.0176166731629,-41.94842574200917,581.7966572663742,0.0,581.7966572663742,581.7966572663742,0.0,0.0,0.0,0.0,0.0,52.06919093115374,0.0,52.06919093115374,52.06919093115374,0.0,0.0,0.0,0.0,0.0,1.03279335114856,1.03279335114856,1.03279335114856,1.03279335114856,0.31201141812196437,0.31201141812196437,0.31201141812196437,0.31201141812196437,0.023018830017895196,1.1008063566558122,0.7106208764579518,11.173529814120405
